feedback_id,source,app_name,feedback_text,rating,created_date,language,platform,feedback_length,feedback_word_count,has_question,has_exclamation,is_feature_request,issue_type,primary_issue_type,has_rating,has_feedback_text,review,Category,Sentiment,Priority,theme,pain_point
FDBK00198,Google Play,DoorDash,Search results are not relevant to what I type. On my iphone. I had to try the same action again. This needs attention.,2.0,2025-06-08,Telugu,iOS,119,23,0,0,0,search,search,1,1,Search results are not relevant to what I type. On my iphone. I had to try the same action again. This needs attention.,Search,Negative,High,Search Functionality,Search engine delivers inaccurate or irrelevant product results.
FDBK00199,App Store,Uber Eats,Items disappear from my cart before checkout. When using mobile data. I had to try the same action again. This needs attention.,4.0,2025-04-28,Telugu,Android,127,22,0,0,0,cart_checkout,cart_checkout,1,1,Items disappear from my cart before checkout. When using mobile data. I had to try the same action again. This needs attention.,Cart/Checkout,Negative,Medium,Shopping Cart,Cart contents automatically clear before reaching checkout.
FDBK00200,Support Ticket,DoorDash,Please add dark mode to the app. After reopening the app. I had to try the same action again. This needs attention.,2.0,2025-10-01,English,iOS,115,22,0,0,1,feature_request,feature_request,1,1,Please add dark mode to the app. After reopening the app. I had to try the same action again. This needs attention.,Feature Request,Positive,Low,Feature Request,Lack of dark mode UI option.
FDBK00201,App Store,Grubhub,I cannot reach a real support agent through the app. During a busy lunch period. I had to try the same action again. This needs attention.,,2025-07-01,Tamil,Web,138,26,0,0,0,customer_support,customer_support,0,1,I cannot reach a real support agent through the app. During a busy lunch period. I had to try the same action again. This needs attention.,Customer Support,Positive,Low,Customer Support,Inability to connect with a live customer support agent through the app.
FDBK00202,Social Media,Swiggy,My saved address disappeared after the app update. While using the latest app version. I had to try the same action again. This needs attention.,5.0,2025-03-13,English,Android,144,25,0,0,0,account,account,1,1,My saved address disappeared after the app update. While using the latest app version. I had to try the same action again. This needs attention.,General Feedback,Positive,Low,Data Persistence,Saved addresses were lost or deleted following an app update.
FDBK00203,Support Ticket,Zomato,The app gave an inaccurate delivery estimate. When trying to complete checkout. I had to try the same action again. This needs attention.,3.0,2026-01-21,English,iOS,137,23,0,0,0,cart_checkout,cart_checkout,1,1,The app gave an inaccurate delivery estimate. When trying to complete checkout. I had to try the same action again. This needs attention.,Cart/Checkout,Neutral,Low,Delivery Information,Inaccurate delivery time estimates provided during checkout.
FDBK00204,App Store,Zomato,The app is easy to use and checkout is very smooth. After returning to the app. I had to try the same action again. This needs attention.,4.0,2025-11-29,Telugu,Android,137,27,0,0,0,cart_checkout,cart_checkout,1,1,The app is easy to use and checkout is very smooth. After returning to the app. I had to try the same action again. This needs attention.,Cart/Checkout,Positive,Low,App Usability & State Management,Users are forced to repeat actions when returning to the app.
FDBK00205,Social Media,Uber Eats,The app crashes whenever I open the orders page. While ordering from a saved address. I had to try the same action again. This needs attention.,3.0,2025-03-25,Hindi,Web,143,26,0,0,0,app_crash|account,app_crash,1,1,The app crashes whenever I open the orders page. While ordering from a saved address. I had to try the same action again. This needs attention.,App Crash,Positive,High,App Stability,App consistently crashes upon opening the orders page.
FDBK00206,Email,Swiggy,The new interface is confusing and navigation takes too many steps. When switching between wi-fi and mobile data. I had to try the same action again. This needs attention.,2.0,2026-01-03,English,Web,171,29,0,0,0,ui_ux,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. When switching between wi-fi and mobile data. I had to try the same action again. This needs attention.,UI/UX,Negative,High,UI/UX Design,Confusing interface layout and overly complex multi-step navigation.
FDBK00207,Social Media,Grubhub,The app takes too long to load even on a fast connection. During the evening. I had to try the same action again. This needs attention.,5.0,2025-04-24,Hindi,iOS,135,26,0,0,0,performance,performance,1,1,The app takes too long to load even on a fast connection. During the evening. I had to try the same action again. This needs attention.,Performance,Positive,Low,Performance & Loading Speed,Excessive app loading times despite having a fast internet connection.
FDBK00208,Email,Swiggy,I cannot log in after the latest update. After placing a second order. I had to try the same action again. This needs attention.,3.0,2025-02-16,English,Android,128,24,0,0,0,login_auth,login_auth,1,1,I cannot log in after the latest update. After placing a second order. I had to try the same action again. This needs attention.,Login/Auth,Neutral,Low,Authentication & Account Access,Users are unable to log into their accounts after updating the app.
FDBK00209,App Store,DoorDash,Money was deducted but the order was not confirmed. When several items are in the cart. I had to try the same action again. This needs attention.,,2025-05-11,English,iOS,145,27,0,0,0,payment|cart_checkout,payment,0,1,Money was deducted but the order was not confirmed. When several items are in the cart. I had to try the same action again. This needs attention.,Cart/Checkout,Neutral,Low,Payment & Order Processing,Payment is charged/deducted without generating an order confirmation.
FDBK00210,Social Media,Uber Eats,The order tracking map stopped updating. While checking a previous order. I had to try the same action again. This needs attention.,3.0,2025-05-03,English,Android,131,22,0,0,0,order_tracking,order_tracking,1,1,The order tracking map stopped updating. While checking a previous order. I had to try the same action again. This needs attention.,Cart/Checkout,Negative,Medium,Order Tracking,Real-time order tracking map freezes and fails to update.
FDBK00211,Email,DoorDash,I did not receive the order confirmation notification. After the latest update. The problem made the order process difficult. This needs attention.,4.0,2026-01-25,English,Web,147,22,0,0,0,notifications,notifications,1,1,I did not receive the order confirmation notification. After the latest update. The problem made the order process difficult. This needs attention.,Cart/Checkout,Negative,Medium,Notifications,Missing order confirmation notifications following an app update.
FDBK00212,Survey,Swiggy,Search results are not relevant to what I type. On my android phone. The problem made the order process difficult. This needs attention.,1.0,2025-02-13,English,Web,136,23,0,0,0,search,search,1,1,Search results are not relevant to what I type. On my android phone. The problem made the order process difficult. This needs attention.,Search,Negative,High,Search Functionality,Irrelevant search results on Android devices.
FDBK00213,Google Play,Uber Eats,Items disappear from my cart before checkout. On my iphone. The problem made the order process difficult. This needs attention.,2.0,2026-02-19,English,iOS,127,20,0,0,0,cart_checkout,cart_checkout,1,1,Items disappear from my cart before checkout. On my iphone. The problem made the order process difficult. This needs attention.,Cart/Checkout,Negative,High,Shopping Cart,Cart items unexpectedly disappearing before completing checkout.
